forecast_date,generated_at,SensorID,District,Latitude,Longitude,Muhit_harorat (C),Shamol_tezligi (km/h),Chastota (Hz),Kuchlanish (V),Vibratsiya,Sim_mexanik_holati (%),Atrof_muhit_humidity (%),Quvvati (kW),Fault_predicted,Fault_probability
2026-05-13,2026-05-11 17:17:10,S1132,Yunusobod,41.355945,69.305127,33.6,7.0,50.48,217.3,0.5804,86.5,78.6,4.14,0,0.0198
2026-05-14,2026-05-11 17:17:10,S1132,Yunusobod,41.355945,69.305127,35.7,7.1,50.58,220.3,0.5562,86.8,77.2,4.73,1,0.3698
2026-05-15,2026-05-11 17:17:10,S1132,Yunusobod,41.355945,69.305127,32.4,9.2,50.66,219.6,0.4472,85.1,77.1,3.96,1,0.3698
2026-05-16,2026-05-11 17:17:10,S1132,Yunusobod,41.355945,69.305127,32.3,10.5,50.71,220.9,0.469,92.1,78.4,4.61,1,0.3698
2026-05-17,2026-05-11 17:17:10,S1132,Yunusobod,41.355945,69.305127,35.9,10.5,50.79,220.1,0.5847,90.8,77.2,4.03,1,0.3698
2026-05-18,2026-05-11 17:17:10,S1132,Yunusobod,41.355945,69.305127,33.9,9.3,50.86,217.5,0.4802,92.3,79.6,5.19,1,0.3698
2026-05-12,2026-05-11 17:17:10,S1133,Yunusobod,41.32288,69.298392,39.2,9.5,49.77,212.7,0.8879,100.0,95.0,5.32,1,0.3857
2026-05-13,2026-05-11 17:17:10,S1133,Yunusobod,41.32288,69.298392,37.4,7.8,49.83,213.4,0.6664,100.0,94.0,4.94,1,0.3857
2026-05-14,2026-05-11 17:17:10,S1133,Yunusobod,41.32288,69.298392,37.7,9.2,49.83,216.2,0.8167,100.0,94.3,5.22,1,0.3857
2026-05-15,2026-05-11 17:17:10,S1133,Yunusobod,41.32288,69.298392,38.1,10.1,49.66,214.8,0.8174,100.0,93.2,5.14,1,0.3857
2026-05-16,2026-05-11 17:17:10,S1133,Yunusobod,41.32288,69.298392,39.0,11.0,49.66,217.2,0.747,100.0,94.1,5.54,2,0.7357
2026-05-17,2026-05-11 17:17:10,S1133,Yunusobod,41.32288,69.298392,37.1,9.2,49.65,218.1,0.8534,100.0,94.0,5.75,2,0.7357
2026-05-18,2026-05-11 17:17:10,S1133,Yunusobod,41.32288,69.298392,42.2,11.2,49.7,218.2,0.6685,100.0,95.0,5.35,1,0.3857
2026-05-12,2026-05-11 17:17:10,S1134,Yunusobod,41.357223,69.289926,42.7,4.3,49.72,222.5,0.6911,81.6,79.3,3.15,1,0.37
2026-05-13,2026-05-11 17:17:10,S1134,Yunusobod,41.357223,69.289926,38.6,6.6,49.72,220.2,0.4171,77.6,78.9,3.06,1,0.37
2026-05-14,2026-05-11 17:17:10,S1134,Yunusobod,41.357223,69.289926,37.9,5.1,49.69,223.5,0.6264,77.7,75.2,3.07,1,0.37
2026-05-15,2026-05-11 17:17:10,S1134,Yunusobod,41.357223,69.289926,38.1,5.2,49.74,223.6,0.6635,80.1,78.4,2.8,1,0.37
2026-05-16,2026-05-11 17:17:10,S1134,Yunusobod,41.357223,69.289926,38.4,5.3,49.92,219.4,0.874,78.0,84.7,3.37,1,0.37
2026-05-17,2026-05-11 17:17:10,S1134,Yunusobod,41.357223,69.289926,34.6,4.2,49.55,223.8,0.7809,77.2,83.5,3.04,1,0.37
2026-05-18,2026-05-11 17:17:10,S1134,Yunusobod,41.357223,69.289926,28.5,3.0,49.7,223.5,0.7949,78.5,81.8,2.66,1,0.37
2026-05-12,2026-05-11 17:17:10,S1135,Yunusobod,41.33191,69.31987,32.2,14.6,50.05,215.0,0.9167,87.8,68.4,2.11,0,0.0226
2026-05-13,2026-05-11 17:17:10,S1135,Yunusobod,41.33191,69.31987,26.5,10.8,50.2,212.9,0.8844,85.8,59.0,1.56,0,0.0226
2026-05-14,2026-05-11 17:17:10,S1135,Yunusobod,41.33191,69.31987,29.4,13.8,49.91,212.4,0.8998,87.3,59.3,1.42,0,0.0226
2026-05-15,2026-05-11 17:17:10,S1135,Yunusobod,41.33191,69.31987,27.7,13.1,50.13,212.5,0.9347,81.8,58.6,1.1,1,0.3726
2026-05-16,2026-05-11 17:17:10,S1135,Yunusobod,41.33191,69.31987,24.6,12.0,50.0,213.2,1.005,83.0,58.5,0.98,1,0.3726
2026-05-17,2026-05-11 17:17:10,S1135,Yunusobod,41.33191,69.31987,26.4,12.7,49.99,216.1,1.0963,87.4,59.0,0.5,1,0.3726
2026-05-18,2026-05-11 17:17:10,S1135,Yunusobod,41.33191,69.31987,21.3,10.3,50.15,216.1,1.1721,84.1,50.0,0.5,1,0.3726
2026-05-12,2026-05-11 17:17:10,S1136,Yunusobod,41.344399,69.351896,37.7,9.0,49.74,236.2,0.5734,83.0,52.7,4.07,1,0.3763
2026-05-13,2026-05-11 17:17:10,S1136,Yunusobod,41.344399,69.351896,35.1,8.7,49.89,238.5,0.5457,80.0,50.1,3.47,1,0.3763
2026-05-14,2026-05-11 17:17:10,S1136,Yunusobod,41.344399,69.351896,34.7,10.6,49.83,237.2,0.454,81.9,48.5,3.92,1,0.3763
2026-05-15,2026-05-11 17:17:10,S1136,Yunusobod,41.344399,69.351896,35.0,9.8,49.79,236.9,0.474,78.4,59.9,3.48,1,0.3763
2026-05-16,2026-05-11 17:17:10,S1136,Yunusobod,41.344399,69.351896,36.3,9.1,49.87,240.0,0.5536,79.0,54.3,3.8,1,0.3763
2026-05-17,2026-05-11 17:17:10,S1136,Yunusobod,41.344399,69.351896,34.3,10.6,49.89,241.1,0.4717,76.9,50.3,3.46,2,0.7263
2026-05-18,2026-05-11 17:17:10,S1136,Yunusobod,41.344399,69.351896,39.6,8.1,49.98,238.5,0.503,79.8,45.8,3.73,1,0.3763
2026-05-12,2026-05-11 17:17:10,S1137,Yunusobod,41.327797,69.343442,39.8,5.1,50.2,219.1,0.2752,90.5,64.7,3.5,0,0.0301
2026-05-13,2026-05-11 17:17:10,S1137,Yunusobod,41.327797,69.343442,37.3,4.4,50.01,225.3,0.2069,93.0,70.1,3.61,0,0.0301
2026-05-14,2026-05-11 17:17:10,S1137,Yunusobod,41.327797,69.343442,40.5,6.1,50.16,222.8,0.255,90.7,66.1,4.35,1,0.3801
2026-05-15,2026-05-11 17:17:10,S1137,Yunusobod,41.327797,69.343442,40.0,6.7,49.98,224.0,0.2578,88.3,72.1,3.38,0,0.0301
2026-05-16,2026-05-11 17:17:10,S1137,Yunusobod,41.327797,69.343442,41.8,6.0,50.13,223.1,0.178,89.1,73.4,3.46,1,0.3801
2026-05-17,2026-05-11 17:17:10,S1137,Yunusobod,41.327797,69.343442,40.4,4.0,50.0,220.7,0.1811,89.9,68.1,3.8,1,0.3801
2026-05-18,2026-05-11 17:17:10,S1137,Yunusobod,41.327797,69.343442,42.4,4.5,50.19,223.4,0.0414,88.6,73.1,3.69,1,0.3801
2026-05-12,2026-05-11 17:17:10,S1138,Yunusobod,41.361581,69.303987,33.5,5.8,49.94,211.1,0.4792,90.3,57.2,4.47,0,0.0321
2026-05-13,2026-05-11 17:17:10,S1138,Yunusobod,41.361581,69.303987,30.5,6.9,49.72,209.0,0.5165,90.7,49.4,4.24,1,0.3821
2026-05-14,2026-05-11 17:17:10,S1138,Yunusobod,41.361581,69.303987,32.3,6.5,49.76,210.8,0.5846,94.8,54.3,4.67,0,0.0321
2026-05-15,2026-05-11 17:17:10,S1138,Yunusobod,41.361581,69.303987,31.1,6.0,49.82,207.1,0.5438,92.4,54.5,4.4,1,0.3821
2026-05-16,2026-05-11 17:17:10,S1138,Yunusobod,41.361581,69.303987,31.3,6.2,49.73,208.7,0.6157,91.9,41.3,4.25,1,0.3821
2026-05-17,2026-05-11 17:17:10,S1138,Yunusobod,41.361581,69.303987,34.0,6.5,49.58,210.6,0.537,91.6,46.4,4.59,0,0.0321
2026-05-18,2026-05-11 17:17:10,S1138,Yunusobod,41.361581,69.303987,33.2,6.2,49.55,210.1,0.6582,90.7,47.3,4.08,0,0.0321
2026-05-12,2026-05-11 17:17:10,S1139,Yunusobod,41.315547,69.366044,25.9,9.8,49.62,228.9,0.269,86.7,82.4,4.41,0,0.0212
2026-05-13,2026-05-11 17:17:10,S1139,Yunusobod,41.315547,69.366044,28.3,8.5,49.56,236.7,0.3022,88.5,73.2,3.82,1,0.3712
2026-05-14,2026-05-11 17:17:10,S1139,Yunusobod,41.315547,69.366044,23.8,9.1,49.65,233.0,0.2179,88.5,88.0,4.4,1,0.3712
2026-05-15,2026-05-11 17:17:10,S1139,Yunusobod,41.315547,69.366044,24.2,12.8,49.46,232.6,0.3012,90.8,86.9,4.27,1,0.3712
2026-05-16,2026-05-11 17:17:10,S1139,Yunusobod,41.315547,69.366044,22.4,8.1,49.54,236.5,0.4148,89.9,91.1,4.1,1,0.3712
2026-05-17,2026-05-11 17:17:10,S1139,Yunusobod,41.315547,69.366044,23.1,9.5,49.41,233.7,0.2217,89.6,88.9,4.45,1,0.3712
2026-05-18,2026-05-11 17:17:10,S1139,Yunusobod,41.315547,69.366044,22.6,9.2,49.41,237.0,0.3013,92.4,92.6,4.45,1,0.3712
2026-05-12,2026-05-11 17:17:10,S1140,Yunusobod,41.338932,69.327033,28.6,11.2,50.07,226.5,0.313,86.0,67.5,4.34,0,0.0416
2026-05-13,2026-05-11 17:17:10,S1140,Yunusobod,41.338932,69.327033,31.1,9.9,50.24,223.2,0.3878,84.6,57.4,3.65,1,0.3916
2026-05-14,2026-05-11 17:17:10,S1140,Yunusobod,41.338932,69.327033,31.3,9.8,50.18,223.1,0.3313,84.1,62.0,3.76,1,0.3916
2026-05-15,2026-05-11 17:17:10,S1140,Yunusobod,41.338932,69.327033,30.0,9.5,50.26,225.6,0.2769,85.1,56.5,3.86,0,0.0416
2026-05-16,2026-05-11 17:17:10,S1140,Yunusobod,41.338932,69.327033,30.9,10.6,50.28,227.0,0.2463,86.2,65.7,4.02,0,0.0416
2026-05-17,2026-05-11 17:17:10,S1140,Yunusobod,41.338932,69.327033,29.6,8.5,50.16,225.9,0.267,86.8,68.7,3.76,0,0.0416
2026-05-18,2026-05-11 17:17:10,S1140,Yunusobod,41.338932,69.327033,27.5,7.2,50.08,224.6,0.3178,84.2,68.8,3.94,1,0.3916
2026-05-12,2026-05-11 17:17:10,S1141,Yunusobod,41.367342,69.373774,33.9,10.7,50.14,225.7,0.9273,96.1,58.3,4.9,0,0.0279
2026-05-13,2026-05-11 17:17:10,S1141,Yunusobod,41.367342,69.373774,32.0,11.4,50.15,232.9,0.9598,94.7,58.9,5.33,1,0.3779
2026-05-14,2026-05-11 17:17:10,S1141,Yunusobod,41.367342,69.373774,30.6,12.7,50.22,229.8,0.8725,96.5,61.1,5.47,1,0.3779
2026-05-15,2026-05-11 17:17:10,S1141,Yunusobod,41.367342,69.373774,30.7,12.9,50.25,231.7,1.026,97.5,57.5,5.05,1,0.3779
2026-05-16,2026-05-11 17:17:10,S1141,Yunusobod,41.367342,69.373774,30.7,11.7,50.06,231.1,0.9493,97.8,56.4,4.74,1,0.3779
2026-05-17,2026-05-11 17:17:10,S1141,Yunusobod,41.367342,69.373774,29.7,13.3,50.11,236.0,1.1106,100.0,56.1,4.99,1,0.3779
2026-05-18,2026-05-11 17:17:10,S1141,Yunusobod,41.367342,69.373774,33.5,11.7,50.11,232.6,0.9484,98.9,51.6,5.25,1,0.3779
2026-05-12,2026-05-11 17:17:10,S1142,Yunusobod,41.345947,69.341985,33.3,7.5,50.33,208.5,0.2346,94.8,62.4,3.22,1,0.3673
2026-05-13,2026-05-11 17:17:10,S1142,Yunusobod,41.345947,69.341985,35.1,7.9,50.44,206.1,0.1604,94.0,74.8,3.06,1,0.3673
2026-05-14,2026-05-11 17:17:10,S1142,Yunusobod,41.345947,69.341985,36.0,7.1,50.52,205.5,0.2278,93.9,65.7,3.19,1,0.3673
2026-05-15,2026-05-11 17:17:10,S1142,Yunusobod,41.345947,69.341985,29.8,6.6,50.38,201.8,0.058,89.7,76.0,3.21,1,0.3673
2026-05-16,2026-05-11 17:17:10,S1142,Yunusobod,41.345947,69.341985,30.8,8.1,50.5,204.4,0.0192,95.1,80.2,2.81,1,0.3673
2026-05-17,2026-05-11 17:17:10,S1142,Yunusobod,41.345947,69.341985,32.7,7.2,50.45,203.8,0.0437,96.3,67.2,2.86,1,0.3673
2026-05-18,2026-05-11 17:17:10,S1142,Yunusobod,41.345947,69.341985,29.6,5.0,50.51,204.7,0.0281,94.5,65.9,3.07,1,0.3673
2026-05-12,2026-05-11 17:17:10,S1143,Yunusobod,41.324629,69.337625,39.6,8.4,50.43,225.7,1.0643,80.7,79.3,4.21,1,0.3858
2026-05-13,2026-05-11 17:17:10,S1143,Yunusobod,41.324629,69.337625,41.2,8.5,50.38,226.8,1.1016,82.6,83.0,4.33,1,0.3858
2026-05-14,2026-05-11 17:17:10,S1143,Yunusobod,41.324629,69.337625,37.7,6.5,50.33,225.2,1.2311,84.2,71.7,4.37,1,0.3858
2026-05-15,2026-05-11 17:17:10,S1143,Yunusobod,41.324629,69.337625,43.6,9.4,50.39,223.9,1.1431,84.1,72.9,4.22,1,0.3858
2026-05-16,2026-05-11 17:17:10,S1143,Yunusobod,41.324629,69.337625,42.9,10.5,50.38,224.8,1.1759,87.3,79.2,4.2,1,0.3858
2026-05-17,2026-05-11 17:17:10,S1143,Yunusobod,41.324629,69.337625,46.2,8.8,50.35,224.3,1.4102,85.9,83.5,4.54,2,0.7358
2026-05-18,2026-05-11 17:17:10,S1143,Yunusobod,41.324629,69.337625,43.4,10.0,50.36,228.2,1.3999,86.3,82.1,4.6,1,0.3858
2026-05-12,2026-05-11 17:17:10,S1144,Yunusobod,41.34724,69.306423,34.3,7.6,50.09,215.2,0.7566,84.8,78.4,2.27,1,0.3745
2026-05-13,2026-05-11 17:17:10,S1144,Yunusobod,41.34724,69.306423,33.0,6.9,50.35,219.2,0.737,82.9,81.2,2.74,1,0.3745
2026-05-14,2026-05-11 17:17:10,S1144,Yunusobod,41.34724,69.306423,36.2,5.8,50.36,222.0,0.7102,84.1,73.3,2.6,1,0.3745
2026-05-15,2026-05-11 17:17:10,S1144,Yunusobod,41.34724,69.306423,37.4,5.1,50.22,224.8,0.7581,84.8,84.5,2.54,1,0.3745
2026-05-16,2026-05-11 17:17:10,S1144,Yunusobod,41.34724,69.306423,36.4,5.3,50.38,222.8,0.7257,84.5,85.2,2.92,1,0.3745
2026-05-17,2026-05-11 17:17:10,S1144,Yunusobod,41.34724,69.306423,32.5,4.7,50.39,222.9,0.8159,81.3,76.4,2.34,1,0.3745
2026-05-18,2026-05-11 17:17:10,S1144,Yunusobod,41.34724,69.306423,31.6,5.1,50.35,217.1,0.7474,84.4,75.6,2.93,1,0.3745
2026-05-12,2026-05-11 17:17:10,S1145,Yunusobod,41.354862,69.294793,41.7,2.4,50.09,207.8,0.4863,85.4,69.1,4.04,1,0.3757
2026-05-13,2026-05-11 17:17:10,S1145,Yunusobod,41.354862,69.294793,42.1,4.5,49.92,212.8,0.2983,83.8,67.9,3.75,1,0.3757
2026-05-14,2026-05-11 17:17:10,S1145,Yunusobod,41.354862,69.294793,43.5,4.2,49.99,208.7,0.3747,85.0,57.3,4.24,1,0.3757
2026-05-15,2026-05-11 17:17:10,S1145,Yunusobod,41.354862,69.294793,45.5,5.4,50.01,207.7,0.4111,82.7,52.4,4.0,2,0.7257
2026-05-16,2026-05-11 17:17:10,S1145,Yunusobod,41.354862,69.294793,43.0,4.7,50.11,209.8,0.3346,85.4,57.8,3.88,1,0.3757
2026-05-17,2026-05-11 17:17:10,S1145,Yunusobod,41.354862,69.294793,44.2,5.8,50.02,206.2,0.3706,86.1,61.8,4.0,1,0.3757
2026-05-18,2026-05-11 17:17:10,S1145,Yunusobod,41.354862,69.294793,47.1,6.7,49.93,211.0,0.3244,88.1,60.1,4.04,2,0.7257
2026-05-12,2026-05-11 17:17:10,S1146,Yunusobod,41.331071,69.353807,34.2,12.4,50.07,213.1,0.3562,92.3,29.7,3.69,1,0.3707
2026-05-13,2026-05-11 17:17:10,S1146,Yunusobod,41.331071,69.353807,33.9,12.3,50.02,207.6,0.2992,91.2,41.8,3.87,1,0.3707
2026-05-14,2026-05-11 17:17:10,S1146,Yunusobod,41.331071,69.353807,34.5,10.3,50.06,210.3,0.481,92.7,37.3,4.18,0,0.0207
2026-05-15,2026-05-11 17:17:10,S1146,Yunusobod,41.331071,69.353807,31.7,12.3,50.05,210.3,0.5711,94.1,34.6,3.71,0,0.0207
2026-05-16,2026-05-11 17:17:10,S1146,Yunusobod,41.331071,69.353807,37.6,12.2,49.84,211.3,0.5406,87.0,31.3,3.78,0,0.0207
2026-05-17,2026-05-11 17:17:10,S1146,Yunusobod,41.331071,69.353807,36.9,11.5,49.81,213.0,0.4996,87.3,25.0,4.36,1,0.3707
2026-05-18,2026-05-11 17:17:10,S1146,Yunusobod,41.331071,69.353807,35.3,11.1,50.05,213.1,0.418,88.1,28.4,3.85,1,0.3707
2026-05-12,2026-05-11 17:17:10,S1147,Yunusobod,41.329728,69.300201,34.2,10.8,50.21,218.2,0.7729,88.5,48.9,4.54,0,0.0339
2026-05-13,2026-05-11 17:17:10,S1147,Yunusobod,41.329728,69.300201,34.7,14.7,50.12,215.7,0.845,93.5,51.8,4.94,0,0.0339
2026-05-14,2026-05-11 17:17:10,S1147,Yunusobod,41.329728,69.300201,34.2,11.7,50.5,214.7,0.6513,94.6,51.8,4.31,0,0.0339
2026-05-15,2026-05-11 17:17:10,S1147,Yunusobod,41.329728,69.300201,35.7,14.1,50.37,215.6,0.8087,94.5,46.6,4.47,0,0.0339
2026-05-16,2026-05-11 17:17:10,S1147,Yunusobod,41.329728,69.300201,32.9,12.0,50.1,213.4,0.6504,95.0,52.7,4.42,0,0.0339
2026-05-17,2026-05-11 17:17:10,S1147,Yunusobod,41.329728,69.300201,32.2,15.3,50.32,212.0,0.7877,97.3,50.5,4.98,0,0.0339
2026-05-18,2026-05-11 17:17:10,S1147,Yunusobod,41.329728,69.300201,32.3,11.9,50.24,211.9,0.7333,99.6,40.1,5.22,1,0.3839
2026-05-12,2026-05-11 17:17:10,S1148,Yunusobod,41.378175,69.297254,35.0,3.9,49.73,215.4,0.1882,93.7,67.5,3.25,0,0.0242
2026-05-13,2026-05-11 17:17:10,S1148,Yunusobod,41.378175,69.297254,34.2,6.1,49.77,213.0,0.1929,94.7,62.8,3.29,0,0.0242
2026-05-14,2026-05-11 17:17:10,S1148,Yunusobod,41.378175,69.297254,36.6,5.8,49.75,213.5,0.01,97.1,66.5,3.63,0,0.0242
2026-05-15,2026-05-11 17:17:10,S1148,Yunusobod,41.378175,69.297254,39.9,3.8,49.6,206.7,0.1033,93.8,67.8,3.0,1,0.3742
2026-05-16,2026-05-11 17:17:10,S1148,Yunusobod,41.378175,69.297254,40.5,5.1,49.66,209.2,0.01,94.2,72.3,4.02,1,0.3742
2026-05-17,2026-05-11 17:17:10,S1148,Yunusobod,41.378175,69.297254,38.7,4.5,49.7,207.3,0.01,90.0,70.6,3.88,1,0.3742
2026-05-18,2026-05-11 17:17:10,S1148,Yunusobod,41.378175,69.297254,43.3,3.4,49.63,204.7,0.0951,93.1,68.3,3.78,1,0.3742
2026-05-12,2026-05-11 17:17:10,S1149,Yunusobod,41.356494,69.3261,42.2,12.2,50.62,220.7,0.5527,91.0,56.2,4.38,1,0.3746
2026-05-13,2026-05-11 17:17:10,S1149,Yunusobod,41.356494,69.3261,39.8,13.4,50.55,221.3,0.5446,87.1,49.7,4.69,1,0.3746
2026-05-14,2026-05-11 17:17:10,S1149,Yunusobod,41.356494,69.3261,41.4,13.3,50.55,223.1,0.4798,94.0,52.9,4.93,1,0.3746
2026-05-15,2026-05-11 17:17:10,S1149,Yunusobod,41.356494,69.3261,42.4,15.2,50.72,220.1,0.52,90.0,49.3,4.82,1,0.3746
2026-05-16,2026-05-11 17:17:10,S1149,Yunusobod,41.356494,69.3261,42.1,15.7,50.65,219.1,0.3997,90.1,45.1,4.35,1,0.3746
2026-05-17,2026-05-11 17:17:10,S1149,Yunusobod,41.356494,69.3261,40.6,17.4,50.79,220.6,0.5233,90.9,40.6,4.77,1,0.3746
2026-05-18,2026-05-11 17:17:10,S1149,Yunusobod,41.356494,69.3261,37.2,17.2,50.67,220.1,0.4723,94.4,48.4,4.5,1,0.3746
2026-05-12,2026-05-11 17:17:10,S1150,Yunusobod,41.378198,69.305799,35.2,7.9,50.27,215.7,0.4506,88.0,44.2,3.85,0,0.0339
2026-05-13,2026-05-11 17:17:10,S1150,Yunusobod,41.378198,69.305799,36.9,6.3,50.25,216.2,0.3448,94.8,37.0,3.88,0,0.0339
2026-05-14,2026-05-11 17:17:10,S1150,Yunusobod,41.378198,69.305799,34.3,6.7,50.18,216.0,0.4599,90.6,43.4,4.04,0,0.0339
2026-05-15,2026-05-11 17:17:10,S1150,Yunusobod,41.378198,69.305799,34.5,5.4,50.19,217.9,0.5258,92.5,39.7,4.01,0,0.0339
2026-05-16,2026-05-11 17:17:10,S1150,Yunusobod,41.378198,69.305799,33.4,8.1,50.25,216.9,0.4094,90.0,38.9,4.11,0,0.0339
2026-05-17,2026-05-11 17:17:10,S1150,Yunusobod,41.378198,69.305799,34.4,5.7,50.28,213.5,0.3966,89.2,39.8,4.51,0,0.0339
2026-05-18,2026-05-11 17:17:10,S1150,Yunusobod,41.378198,69.305799,33.0,5.6,50.13,219.5,0.4521,88.3,45.3,4.26,0,0.0339
2026-05-12,2026-05-11 17:17:10,S1151,Yunusobod,41.382919,69.352576,42.0,12.4,49.93,227.0,0.7123,92.2,43.5,4.0,1,0.3825
2026-05-13,2026-05-11 17:17:10,S1151,Yunusobod,41.382919,69.352576,44.8,16.0,49.82,229.0,0.7573,90.8,49.1,4.54,1,0.3825
2026-05-14,2026-05-11 17:17:10,S1151,Yunusobod,41.382919,69.352576,43.3,15.7,49.87,234.3,0.8016,90.5,40.4,4.08,1,0.3825
2026-05-15,2026-05-11 17:17:10,S1151,Yunusobod,41.382919,69.352576,40.1,16.6,49.83,232.9,0.6199,88.1,38.7,4.39,1,0.3825
2026-05-16,2026-05-11 17:17:10,S1151,Yunusobod,41.382919,69.352576,42.9,16.2,49.92,237.6,0.685,89.9,45.7,4.41,1,0.3825
2026-05-17,2026-05-11 17:17:10,S1151,Yunusobod,41.382919,69.352576,41.9,17.5,49.82,237.6,0.6502,93.7,40.6,4.44,1,0.3825
2026-05-18,2026-05-11 17:17:10,S1151,Yunusobod,41.382919,69.352576,43.7,13.8,49.78,243.3,0.5763,91.5,35.2,4.59,2,0.7325
2026-05-12,2026-05-11 17:17:10,S1152,Yunusobod,41.375409,69.331222,46.3,6.3,50.12,211.0,0.6792,92.8,30.7,3.76,2,0.7344
2026-05-13,2026-05-11 17:17:10,S1152,Yunusobod,41.375409,69.331222,43.3,4.7,50.02,206.0,0.6833,91.5,25.3,3.68,1,0.3844
2026-05-14,2026-05-11 17:17:10,S1152,Yunusobod,41.375409,69.331222,43.1,6.1,50.06,213.0,0.9189,91.3,25.5,3.54,1,0.3844
2026-05-15,2026-05-11 17:17:10,S1152,Yunusobod,41.375409,69.331222,44.8,7.2,50.2,215.3,0.9688,91.9,28.5,4.02,1,0.3844
2026-05-16,2026-05-11 17:17:10,S1152,Yunusobod,41.375409,69.331222,43.9,4.3,50.1,212.1,1.0241,91.5,26.5,3.26,1,0.3844
2026-05-17,2026-05-11 17:17:10,S1152,Yunusobod,41.375409,69.331222,41.1,5.4,50.06,211.8,1.0443,94.0,25.0,3.27,1,0.3844
2026-05-18,2026-05-11 17:17:10,S1152,Yunusobod,41.375409,69.331222,42.5,4.3,49.99,214.8,1.0207,97.6,25.1,3.34,1,0.3844
2026-05-12,2026-05-11 17:17:10,S1153,Yunusobod,41.336931,69.327908,26.3,10.7,49.87,207.7,1.1879,91.2,80.1,4.57,1,0.3737
2026-05-13,2026-05-11 17:17:10,S1153,Yunusobod,41.336931,69.327908,26.9,6.9,49.92,212.8,1.272,87.2,74.7,4.74,1,0.3737
2026-05-14,2026-05-11 17:17:10,S1153,Yunusobod,41.336931,69.327908,27.5,11.7,49.74,211.1,1.082,87.4,80.7,4.53,1,0.3737
2026-05-15,2026-05-11 17:17:10,S1153,Yunusobod,41.336931,69.327908,24.4,9.9,50.02,213.7,1.2517,86.3,78.9,4.64,1,0.3737
2026-05-16,2026-05-11 17:17:10,S1153,Yunusobod,41.336931,69.327908,27.1,10.6,49.86,216.6,1.2542,85.6,94.8,4.5,1,0.3737
2026-05-17,2026-05-11 17:17:10,S1153,Yunusobod,41.336931,69.327908,28.3,10.7,49.83,212.8,1.3014,90.7,77.3,4.54,1,0.3737
2026-05-18,2026-05-11 17:17:10,S1153,Yunusobod,41.336931,69.327908,23.5,10.3,49.83,215.1,1.33,89.3,78.8,4.13,1,0.3737
2026-05-12,2026-05-11 17:17:10,S1154,Yunusobod,41.370565,69.335633,37.6,9.7,49.93,212.1,0.518,86.0,50.9,2.97,0,0.0249
2026-05-13,2026-05-11 17:17:10,S1154,Yunusobod,41.370565,69.335633,38.1,11.0,49.85,215.9,0.6047,87.3,44.4,2.44,0,0.0249
2026-05-14,2026-05-11 17:17:10,S1154,Yunusobod,41.370565,69.335633,41.7,11.8,49.92,212.7,0.5733,86.1,49.7,2.49,1,0.3749
2026-05-15,2026-05-11 17:17:10,S1154,Yunusobod,41.370565,69.335633,42.7,9.8,49.76,217.0,0.4611,86.1,46.7,2.43,1,0.3749
2026-05-16,2026-05-11 17:17:10,S1154,Yunusobod,41.370565,69.335633,42.2,9.6,49.88,216.5,0.4861,87.0,45.9,2.54,1,0.3749
2026-05-17,2026-05-11 17:17:10,S1154,Yunusobod,41.370565,69.335633,45.4,9.1,49.88,219.8,0.4512,90.2,49.6,2.5,2,0.7249
2026-05-18,2026-05-11 17:17:10,S1154,Yunusobod,41.370565,69.335633,45.1,10.6,49.89,218.2,0.5262,90.9,43.4,2.17,2,0.7249
2026-05-12,2026-05-11 17:17:10,S1155,Yunusobod,41.328422,69.296761,36.5,14.4,50.19,228.1,0.5363,94.1,51.0,3.27,0,0.021
2026-05-13,2026-05-11 17:17:10,S1155,Yunusobod,41.328422,69.296761,34.9,13.0,50.26,231.4,0.6903,94.7,54.0,3.33,1,0.371
2026-05-14,2026-05-11 17:17:10,S1155,Yunusobod,41.328422,69.296761,35.6,16.2,50.18,229.5,0.7401,92.3,51.0,3.7,0,0.021
2026-05-15,2026-05-11 17:17:10,S1155,Yunusobod,41.328422,69.296761,34.2,11.2,50.08,229.5,0.8635,94.1,49.8,3.91,0,0.021
2026-05-16,2026-05-11 17:17:10,S1155,Yunusobod,41.328422,69.296761,36.3,15.3,50.03,229.4,0.8029,89.3,53.2,3.2,0,0.021
2026-05-17,2026-05-11 17:17:10,S1155,Yunusobod,41.328422,69.296761,34.1,15.1,50.05,232.7,1.0509,89.2,51.3,3.61,1,0.371
2026-05-18,2026-05-11 17:17:10,S1155,Yunusobod,41.328422,69.296761,34.4,13.6,50.05,232.6,0.9486,91.5,54.0,3.93,1,0.371
2026-05-12,2026-05-11 17:17:10,S1156,Yunusobod,41.373278,69.326661,35.0,6.0,50.29,219.7,0.857,86.6,82.9,2.77,0,0.0237
2026-05-13,2026-05-11 17:17:10,S1156,Yunusobod,41.373278,69.326661,37.1,2.7,50.24,219.2,0.8779,85.2,82.0,2.68,0,0.0237
2026-05-14,2026-05-11 17:17:10,S1156,Yunusobod,41.373278,69.326661,37.9,1.5,50.26,218.1,0.8143,82.9,79.3,2.59,1,0.3737
2026-05-15,2026-05-11 17:17:10,S1156,Yunusobod,41.373278,69.326661,42.0,0.1,50.3,220.7,0.8838,83.7,89.8,3.01,1,0.3737
